#OUT: 2 2 A /mnt/c/Users/msamant/Documents/GitHub/Va_simulations/5_History_sim/b_Interim_files/SLiM_outputs/SCE-BIO-C06645_2024-07-30_17:05:16.581198_sim1_output_parents.txt
Version: 3
Populations:
p0 1000 H
Mutations:
182 0 m2 2204 -0.00711733336 0.5 p-1 -17232 6
137 1 m2 2674 -0.00726044504 0.5 p-1 -1115193 230
31 2 m2 6582 -0.0106520904 0.5 p-1 -337945 118
206 3 m2 18133 -0.00118173647 0.5 p-1 -29465 6
0 4 m2 22759 -0.0141119566 0.5 p-1 -980289 513
146 5 m2 27641 -8.91916557e-07 0.5 p-1 -50944 55
76 6 m2 29132 -0.00300851604 0.5 p-1 -2162479 404
47 7 m2 33527 -0.00364590227 0.5 p-1 -753926 166
161 9 m2 40729 -0.000508551311 0.5 p-1 -60315 7
1 10 m2 40887 -0.00256384606 0.5 p-1 -4212572 1301
32 11 m2 41846 -0.00942913163 0.5 p-1 -864443 359
128 12 m2 43516 -0.0134372627 0.5 p-1 -72268 63
20 13 m2 44070 -1.10261999e-05 0.5 p-1 -525079 213
198 14 m2 45067 -1.11825375e-06 0.5 p-1 -10629 7
169 15 m2 47674 -0.0221092924 0.5 p-1 -6134 3
106 16 m2 48840 -0.00106613024 0.5 p-1 -115789 69
132 17 m2 51052 -0.0155231096 0.5 p-1 -5017115 309
48 18 m2 55120 -0.00261899177 0.5 p-1 -945098 219
164 19 m2 55170 -0.00814233627 0.5 p-1 -82985 25
215 20 m2 59216 -0.000153351022 0.5 p-1 -5514 3
270 21 m2 59878 -0.000266987394 0.5 p-1 -9148 2
230 22 m2 64515 -0.0249332935 0.5 p-1 -18085 8
49 23 m2 66399 -0.0995789915 0.5 p-1 -3145458 47
65 24 m2 69175 -0.00362183363 0.5 p-1 -169041 13
90 25 m2 72450 -0.0312348977 0.5 p-1 -2207065 410
130 26 m2 73849 -0.000436933798 0.5 p-1 -248861 19
138 27 m2 74733 -5.42827047e-06 0.5 p-1 -94723 19
33 28 m2 76641 -6.21215634e-07 0.5 p-1 -767351 181
50 29 m2 86422 -0.000207775476 0.5 p-1 -586575 160
166 30 m2 105142 -0.00729328534 0.5 p-1 -9473 19
2 31 m2 105536 -0.000480989431 0.5 p-1 -1419503 1762
34 32 m2 105838 -0.00463044411 0.5 p-1 -4749112 1487
66 33 m2 107574 -0.0117404927 0.5 p-1 -588951 260
99 34 m2 108159 -0.00985417143 0.5 p-1 -1684065 132
261 35 m2 111428 -0.00141508447 0.5 p-1 -1071 1
170 36 m2 117687 -0.00337482966 0.5 p-1 -29028 33
150 38 m2 119045 -0.0269641839 0.5 p-1 -7984 5
134 39 m2 119446 -0.0150820091 0.5 p-1 -202226 14
21 41 m2 126448 -0.0244999789 0.5 p-1 -710421 250
120 42 m2 126594 -0.094491154 0.5 p-1 -3260377 229
237 43 m2 133346 -4.84248667e-05 0.5 p-1 -8934 4
186 44 m2 140079 -0.000822645088 0.5 p-1 -81452 11
260 45 m2 140457 -6.0073311e-05 0.5 p-1 -4884 2
165 47 m2 145339 -3.56313649e-06 0.5 p-1 -47441 6
3 48 m2 147326 -5.89369884e-05 0.5 p-1 -2569232 1290
155 50 m2 152932 -0.000746873615 0.5 p-1 -17288 2
51 51 m2 156359 -0.0139319291 0.5 p-1 -2620634 870
207 52 m2 160018 -0.00143496995 0.5 p-1 -631224 8
264 53 m2 161227 -0.00519907009 0.5 p-1 -821 2
140 54 m2 163560 -0.00608929386 0.5 p-1 -16445 19
67 55 m2 165112 -0.012903221 0.5 p-1 -1265314 676
233 56 m2 166969 -0.0120950872 0.5 p-1 -5058 1
124 57 m2 170933 -0.0539921299 0.5 p-1 -1651831 68
202 58 m2 171712 -0.0306642931 0.5 p-1 -8341 16
203 59 m2 175568 -0.00184679427 0.5 p-1 -14354 3
22 60 m2 175828 -0.00266339886 0.5 p-1 -3358785 156
193 61 m2 183920 -0.022147445 0.5 p-1 -3809 3
236 62 m2 193772 -0.0108933644 0.5 p-1 -1133 2
115 63 m2 197069 -0.0277055427 0.5 p-1 -12664 12
180 64 m2 201238 -0.00201398111 0.5 p-1 -1208061 37
177 65 m2 201614 -0.00430914154 0.5 p-1 -2519 2
172 66 m2 202724 -0.00164241495 0.5 p-1 -354482 28
35 67 m2 203775 -0.00341677014 0.5 p-1 -249806 101
184 68 m2 207573 -0.0015379875 0.5 p-1 -26198 4
23 69 m2 209075 -0.0080052577 0.5 p-1 -490087 257
125 70 m2 209992 -0.012061445 0.5 p-1 -76081 12
