#OUT: 4 4 A /mnt/c/Users/msamant/Documents/GitHub/Va_simulations/5_History_sim/b_Interim_files/SLiM_outputs/SCE-BIO-C06645_2024-07-30_17:04:09.472678_sim1_cage2_output_experiment_4.txt
Version: 3
Populations:
p0 1000 H
Mutations:
157 1 m2 23381 -1.10413248e-05 0.5 p-1 -4095 3
109 2 m2 25587 -0.0191764031 0.5 p-1 -64283 24
135 3 m2 27603 -0.00132608879 0.5 p-1 -256224 28
136 4 m2 28748 -0.000279497908 0.5 p-1 -21932 3
176 5 m2 41977 -0.0434008576 0.5 p-1 -67414 12
159 7 m2 44459 -0.0114814257 0.5 p-1 -34762 13
166 8 m2 48091 -0.00245699566 0.5 p-1 -21068 20
228 10 m2 60189 -4.11350811e-05 0.5 p-1 -2559 2
144 11 m2 60569 -0.00368336355 0.5 p-1 -54402 39
96 13 m2 62070 -0.000282739784 0.5 p-1 -1222313 94
62 14 m2 63141 -0.000223667972 0.5 p-1 -2780596 979
195 15 m2 74932 -0.00897228345 0.5 p-1 -962931 18
0 19 m2 87068 -2.21186529e-05 0.5 p-1 -2283867 1485
1 20 m2 94110 -8.50082138e-09 0.5 p-1 -10705842 757
155 21 m2 98972 -0.000806015101 0.5 p-1 -9922 2
111 22 m2 109825 -0.000886694354 0.5 p-1 -513667 217
165 24 m2 119466 -0.00351896812 0.5 p-1 -24637 7
233 25 m2 120862 -0.0110958079 0.5 p-1 -5649 4
2 26 m2 124693 -9.1838876e-05 0.5 p-1 -2701089 1713
63 27 m2 125824 -0.00102857349 0.5 p-1 -2812713 720
40 29 m2 132206 -0.00540599925 0.5 p-1 -1520931 570
171 30 m2 133563 -0.000107120402 0.5 p-1 -10837 17
86 31 m2 134278 -0.000541682821 0.5 p-1 -299284 64
41 34 m2 149333 -0.0134010669 0.5 p-1 -473111 785
147 35 m2 151870 -0.025958728 0.5 p-1 -87492 15
221 36 m2 153463 -0.00983705651 0.5 p-1 -23812 11
3 37 m2 158118 -0.021326879 0.5 p-1 -870394 598
110 39 m2 167430 -0.00180701818 0.5 p-1 -92490 90
4 40 m2 169552 -0.00609306153 0.5 p-1 -2905707 756
88 41 m2 174318 -0.00140776776 0.5 p-1 -535206 78
89 42 m2 180165 -0.0101466449 0.5 p-1 -597827 133
167 43 m2 181321 -0.00263035926 0.5 p-1 -75062 34
82 44 m2 184477 -6.69732908e-05 0.5 p-1 -3511542 935
129 45 m2 189328 -0.0198556036 0.5 p-1 -15578 9
64 48 m2 195598 -0.0108335167 0.5 p-1 -1520026 539
5 49 m2 198146 -0.0148321996 0.5 p-1 -2226045 1673
102 50 m2 198624 -0.0712914318 0.5 p-1 -2065677 313
247 51 m2 202128 -0.000809172343 0.5 p-1 -54047 1
148 52 m2 202502 -0.000101340411 0.5 p-1 -66660 12
152 53 m2 204772 -0.00526668923 0.5 p-1 -216639 42
160 54 m2 207018 -0.0703313351 0.5 p-1 -356494 25
181 55 m2 208583 -0.0013927368 0.5 p-1 -76302 28
83 56 m2 217220 -2.90573734e-08 0.5 p-1 -73392 41
90 57 m2 221785 -0.00150754757 0.5 p-1 -241242 435
125 58 m2 226256 -0.0231934562 0.5 p-1 -13726395 430
91 60 m2 241625 -5.23545964e-07 0.5 p-1 -914728 592
6 61 m2 243722 -0.00335920509 0.5 p-1 -200717 331
145 63 m2 251172 -0.00496943854 0.5 p-1 -128130 99
103 64 m2 252096 -0.00688677095 0.5 p-1 -584778 201
42 66 m2 254429 -0.0024410577 0.5 p-1 -43716 60
92 68 m2 261141 -0.00257827761 0.5 p-1 -1018551 62
182 70 m2 266789 -1.20476607e-05 0.5 p-1 -121507 1
43 72 m2 274517 -0.00195789244 0.5 p-1 -4045132 496
114 73 m2 276763 -0.000355559809 0.5 p-1 -3195474 216
105 74 m2 280273 -0.0435465649 0.5 p-1 -309199 137
7 75 m2 283848 -0.00325596123 0.5 p-1 -7638009 1419
210 76 m2 286869 -0.00475172419 0.5 p-1 -11634 2
112 77 m2 289140 -0.0743148625 0.5 p-1 -337150 51
72 79 m2 300374 -0.00014049637 0.5 p-1 -704235 249
97 81 m2 302125 -0.00155512418 0.5 p-1 -1849128 128
223 82 m2 306798 -0.000459169329 0.5 p-1 -5446 8
188 83 m2 308980 -0.00742794387 0.5 p-1 -14809 10
139 85 m2 314909 -0.0398917347 0.5 p-1 -43698 66
143 86 m2 316356 -7.55212639e-08 0.5 p-1 -4465872 152
44 87 m2 318667 -0.0102959955 0.5 p-1 -125309 52
45 88 m2 318766 -0.000148609368 0.5 p-1 -1754572 352
127 89 m2 322870 -0.0101693021 0.5 p-1 -318826 324
8 91 m2 324020 -0.0323754586 0.5 p-1 -4896840 1941
212 92 m2 327312 -0.00330556161 0.5 p-1 -9365 3
9 95 m2 335378 -1.97593693e-07 0.5 p-1 -8781158 406
149 96 m2 353782 -0.0300874915 0.5 p-1 -29463 29
10 97 m2 355462 -0.0168660041 0.5 p-1 -2691686 670
73 98 m2 357138 -6.33506488e-07 0.5 p-1 -327398 153
11 99 m2 362218 -0.00403093547 0.5 p-1 -916892 660
185 103 m2 383521 -7.83688847e-08 0.5 p-1 -24097 1
196 104 m2 386905 -0.00381976948 0.5 p-1 -186398 15
146 105 m2 387467 -0.00578843756 0.5 p-1 -64261 39
46 106 m2 389450 -0.00378114777 0.5 p-1 -681013 642
158 107 m2 389981 -2.52839726e-07 0.5 p-1 -34026 19
47 108 m2 400525 -0.00426956126 0.5 p-1 -18028 38
84 109 m2 406067 -0.00114473072 0.5 p-1 -70576 58
