#OUT: 5 5 A /mnt/c/Users/msamant/Documents/GitHub/Va_simulations/5_History_sim/b_Interim_files/SLiM_outputs/SCE-BIO-C06645_2024-07-30_17:04:09.472678_sim1_cage3_output_experiment_5.txt
Version: 3
Populations:
p0 1000 H
Mutations:
151 1 m2 23381 -1.10413248e-05 0.5 p-1 -4095 2
205 2 m2 25587 -0.0191764031 0.5 p-1 -64283 23
30 3 m2 27603 -0.00132608879 0.5 p-1 -256224 28
193 5 m2 41977 -0.0434008576 0.5 p-1 -67414 16
216 7 m2 44459 -0.0114814257 0.5 p-1 -34762 3
115 8 m2 48091 -0.00245699566 0.5 p-1 -21068 13
196 10 m2 60189 -4.11350811e-05 0.5 p-1 -2559 2
181 11 m2 60569 -0.00368336355 0.5 p-1 -54402 14
77 13 m2 62070 -0.000282739784 0.5 p-1 -1222313 97
31 14 m2 63141 -0.000223667972 0.5 p-1 -2780596 1120
130 15 m2 74932 -0.00897228345 0.5 p-1 -962931 19
0 19 m2 87068 -2.21186529e-05 0.5 p-1 -2283867 1439
32 20 m2 94110 -8.50082138e-09 0.5 p-1 -10705842 738
188 21 m2 98972 -0.000806015101 0.5 p-1 -9922 3
63 22 m2 109825 -0.000886694354 0.5 p-1 -513667 252
179 24 m2 119466 -0.00351896812 0.5 p-1 -24637 12
1 26 m2 124693 -9.1838876e-05 0.5 p-1 -2701089 1683
2 27 m2 125824 -0.00102857349 0.5 p-1 -2812713 762
93 29 m2 132206 -0.00540599925 0.5 p-1 -1520931 569
157 30 m2 133563 -0.000107120402 0.5 p-1 -10837 7
122 31 m2 134278 -0.000541682821 0.5 p-1 -299284 118
78 34 m2 149333 -0.0134010669 0.5 p-1 -473111 706
183 35 m2 151870 -0.025958728 0.5 p-1 -87492 27
167 36 m2 153463 -0.00983705651 0.5 p-1 -23812 8
33 37 m2 158118 -0.021326879 0.5 p-1 -870394 529
185 39 m2 167430 -0.00180701818 0.5 p-1 -92490 58
34 40 m2 169552 -0.00609306153 0.5 p-1 -2905707 684
123 41 m2 174318 -0.00140776776 0.5 p-1 -535206 88
