#OUT: 5 5 A /mnt/c/Users/msamant/Documents/GitHub/Va_simulations/5_History_sim/b_Interim_files/SLiM_outputs/Vw_sim_SCE-BIO-C06645_2024-08-28_17_15_15.608852_sim1_cage9_output_experiment_5.txt
Version: 3
Populations:
p0 1000 H
Mutations:
0 0 m2 1005 -0.00355065218 0.5 p-1 -9726510 1196
173 1 m2 1208 -0.000402986334 0.5 p-1 -19427 22
34 2 m2 4284 -0.019063931 0.5 p-1 -5103816 1473
210 3 m2 5770 -0.0326061696 0.5 p-1 -76322 6
177 4 m2 7836 -0.0774491727 0.5 p-1 -448585 35
143 5 m2 22343 -0.00023680985 0.5 p-1 -504993 29
248 6 m2 23210 -0.00417864183 0.5 p-1 -43447 7
100 7 m2 23548 -0.00696781604 0.5 p-1 -1077369 176
80 8 m2 28826 -0.00405886583 0.5 p-1 -105673 36
131 9 m2 30943 -0.000345244538 0.5 p-1 -363670 263
236 10 m2 32112 -0.0122971609 0.5 p-1 -19573 3
97 11 m2 43594 -0.000633470598 0.5 p-1 -318438 150
101 12 m2 56201 -0.0150528634 0.5 p-1 -575148 217
239 13 m2 56394 -0.000574704492 0.5 p-1 -12081 5
241 14 m2 57661 -0.00125874416 0.5 p-1 -40071 10
138 15 m2 57807 -0.0062117856 0.5 p-1 -3090064 120
81 16 m2 63843 -0.000473955704 0.5 p-1 -1203223 147
145 17 m2 63981 -0.000374381372 0.5 p-1 -1201231 59
166 18 m2 64587 -0.0146814426 0.5 p-1 -14079 17
127 19 m2 70895 -0.0032336209 0.5 p-1 -396804 172
35 20 m2 72674 -0.000203220799 0.5 p-1 -1866976 843
203 21 m2 83324 -0.00567904906 0.5 p-1 -66408 40
36 25 m2 89158 -5.48370878e-08 0.5 p-1 -3362577 209
180 26 m2 91512 -0.000159506541 0.5 p-1 -17506 3
227 27 m2 92131 -0.00364621938 0.5 p-1 -20794 1
192 28 m2 93290 -5.404695e-07 0.5 p-1 -119735 17
2 29 m2 93438 -0.0064390325 0.5 p-1 -2694811 1920
220 30 m2 95889 -0.000265441369 0.5 p-1 -80844 18
212 31 m2 98386 -0.00495538767 0.5 p-1 -713 1
167 32 m2 107771 -5.5300452e-06 0.5 p-1 -393481 16
87 33 m2 107850 -0.0218838267 0.5 p-1 -4002433 422
3 34 m2 110180 -0.00221273163 0.5 p-1 -1573347 764
256 35 m2 110744 -0.0871893913 0.5 p-1 -2552 4
205 36 m2 122087 -0.00049769599 0.5 p-1 -52528 25
113 37 m2 123100 -4.94167921e-07 0.5 p-1 -6391086 212
247 38 m2 128999 -0.000333546894 0.5 p-1 -16391 4
273 39 m2 129932 -0.0321899541 0.5 p-1 -3147 3
282 40 m2 131498 -0.00446431618 0.5 p-1 -81919 1
135 41 m2 132891 -0.107889451 0.5 p-1 -861910 130
187 42 m2 132924 -0.000441992161 0.5 p-1 -329505 92
221 43 m2 135841 -8.81019673e-07 0.5 p-1 -62658 18
4 44 m2 137344 -0.0101153413 0.5 p-1 -5985912 867
37 45 m2 137642 -0.0084975604 0.5 p-1 -2796983 1303
175 46 m2 139374 -0.000106159212 0.5 p-1 -14247 9
142 47 m2 140126 -0.00261469465 0.5 p-1 -123850 12
82 49 m2 144716 -0.000182655305 0.5 p-1 -1418652 115
92 50 m2 147965 -0.00295281434 0.5 p-1 -38467 29
157 51 m2 149642 -0.0158452876 0.5 p-1 -7516 20
5 52 m2 152386 -0.00244408753 0.5 p-1 -5945129 422
6 53 m2 155420 -0.000354281568 0.5 p-1 -3906889 1596
202 54 m2 166309 -0.0104538407 0.5 p-1 -41634 12
218 55 m2 168861 -0.00594259705 0.5 p-1 -7030 36
38 56 m2 174847 -0.000875706202 0.5 p-1 -363899 186
195 57 m2 181913 -0.00273106853 0.5 p-1 -203093 76
158 58 m2 188401 -0.00729142921 0.5 p-1 -3228026 124
168 60 m2 193477 -0.00537852105 0.5 p-1 -38115 29
39 61 m2 194121 -0.00578255206 0.5 p-1 -1344085 914
8 62 m2 194585 -0.014479517 0.5 p-1 -5710135 1977
9 64 m2 197178 -0.0153675694 0.5 p-1 -2963277 360
