#OUT: 4 4 A /mnt/c/Users/msamant/Documents/GitHub/Va_simulations/5_History_sim/b_Interim_files/SLiM_outputs/SCE-BIO-C06645_2024-07-30_17:04:09.472678_sim1_cage10_output_experiment_4.txt
Version: 3
Populations:
p0 1000 H
Mutations:
224 1 m2 23381 -1.10413248e-05 0.5 p-1 -4095 4
169 2 m2 25587 -0.0191764031 0.5 p-1 -64283 34
150 3 m2 27603 -0.00132608879 0.5 p-1 -256224 37
215 4 m2 28748 -0.000279497908 0.5 p-1 -21932 1
189 5 m2 41977 -0.0434008576 0.5 p-1 -67414 21
185 7 m2 44459 -0.0114814257 0.5 p-1 -34762 17
208 8 m2 48091 -0.00245699566 0.5 p-1 -21068 16
36 10 m2 60189 -4.11350811e-05 0.5 p-1 -2559 3
75 11 m2 60569 -0.00368336355 0.5 p-1 -54402 30
62 13 m2 62070 -0.000282739784 0.5 p-1 -1222313 35
57 14 m2 63141 -0.000223667972 0.5 p-1 -2780596 1025
159 15 m2 74932 -0.00897228345 0.5 p-1 -962931 23
0 19 m2 87068 -2.21186529e-05 0.5 p-1 -2283867 1457
37 20 m2 94110 -8.50082138e-09 0.5 p-1 -10705842 787
216 21 m2 98972 -0.000806015101 0.5 p-1 -9922 3
142 22 m2 109825 -0.000886694354 0.5 p-1 -513667 237
184 24 m2 119466 -0.00351896812 0.5 p-1 -24637 7
38 26 m2 124693 -9.1838876e-05 0.5 p-1 -2701089 1692
108 27 m2 125824 -0.00102857349 0.5 p-1 -2812713 688
1 29 m2 132206 -0.00540599925 0.5 p-1 -1520931 554
157 31 m2 134278 -0.000541682821 0.5 p-1 -299284 106
39 34 m2 149333 -0.0134010669 0.5 p-1 -473111 687
195 35 m2 151870 -0.025958728 0.5 p-1 -87492 33
207 36 m2 153463 -0.00983705651 0.5 p-1 -23812 10
58 37 m2 158118 -0.021326879 0.5 p-1 -870394 498
138 39 m2 167430 -0.00180701818 0.5 p-1 -92490 86
2 40 m2 169552 -0.00609306153 0.5 p-1 -2905707 713
158 41 m2 174318 -0.00140776776 0.5 p-1 -535206 58
133 42 m2 180165 -0.0101466449 0.5 p-1 -597827 140
194 43 m2 181321 -0.00263035926 0.5 p-1 -75062 27
3 44 m2 184477 -6.69732908e-05 0.5 p-1 -3511542 879
165 45 m2 189328 -0.0198556036 0.5 p-1 -15578 8
218 46 m2 192153 -0.00680979295 0.5 p-1 -3325 2
232 47 m2 193092 -0.00054875674 0.5 p-1 -498 1
63 48 m2 195598 -0.0108335167 0.5 p-1 -1520026 610
4 49 m2 198146 -0.0148321996 0.5 p-1 -2226045 1702
76 50 m2 198624 -0.0712914318 0.5 p-1 -2065677 273
141 51 m2 202128 -0.000809172343 0.5 p-1 -54047 7
64 52 m2 202502 -0.000101340411 0.5 p-1 -66660 29
94 53 m2 204772 -0.00526668923 0.5 p-1 -216639 63
119 54 m2 207018 -0.0703313351 0.5 p-1 -356494 23
5 55 m2 208583 -0.0013927368 0.5 p-1 -76302 50
40 56 m2 217220 -2.90573734e-08 0.5 p-1 -73392 71
6 57 m2 221785 -0.00150754757 0.5 p-1 -241242 396
95 58 m2 226256 -0.0231934562 0.5 p-1 -13726395 439
102 60 m2 241625 -5.23545964e-07 0.5 p-1 -914728 620
120 61 m2 243722 -0.00335920509 0.5 p-1 -200717 301
83 63 m2 251172 -0.00496943854 0.5 p-1 -128130 87
84 64 m2 252096 -0.00688677095 0.5 p-1 -584778 200
77 66 m2 254429 -0.0024410577 0.5 p-1 -43716 69
128 68 m2 261141 -0.00257827761 0.5 p-1 -1018551 109
115 70 m2 266789 -1.20476607e-05 0.5 p-1 -121507 1
85 71 m2 272741 -0.000282862602 0.5 p-1 -51076 10
65 72 m2 274517 -0.00195789244 0.5 p-1 -4045132 456
86 73 m2 276763 -0.000355559809 0.5 p-1 -3195474 264
41 74 m2 280273 -0.0435465649 0.5 p-1 -309199 170
7 75 m2 283848 -0.00325596123 0.5 p-1 -7638009 1351
179 76 m2 286869 -0.00475172419 0.5 p-1 -11634 1
129 77 m2 289140 -0.0743148625 0.5 p-1 -337150 42
78 79 m2 300374 -0.00014049637 0.5 p-1 -704235 232
59 81 m2 302125 -0.00155512418 0.5 p-1 -1849128 243
168 82 m2 306798 -0.000459169329 0.5 p-1 -5446 23
204 83 m2 308980 -0.00742794387 0.5 p-1 -14809 5
87 85 m2 314909 -0.0398917347 0.5 p-1 -43698 70
42 86 m2 316356 -7.55212639e-08 0.5 p-1 -4465872 161
164 87 m2 318667 -0.0102959955 0.5 p-1 -125309 45
43 88 m2 318766 -0.000148609368 0.5 p-1 -1754572 326
79 89 m2 322870 -0.0101693021 0.5 p-1 -318826 325
8 91 m2 324020 -0.0323754586 0.5 p-1 -4896840 1970
230 92 m2 327312 -0.00330556161 0.5 p-1 -9365 4
217 94 m2 334375 -0.00194571761 0.5 p-1 -29699 4
66 95 m2 335378 -1.97593693e-07 0.5 p-1 -8781158 456
143 96 m2 353782 -0.0300874915 0.5 p-1 -29463 45
9 97 m2 355462 -0.0168660041 0.5 p-1 -2691686 652
121 98 m2 357138 -6.33506488e-07 0.5 p-1 -327398 147
44 99 m2 362218 -0.00403093547 0.5 p-1 -916892 662
233 102 m2 377457 -0.0453497581 0.5 p-1 -4968 1
162 104 m2 386905 -0.00381976948 0.5 p-1 -186398 21
210 105 m2 387467 -0.00578843756 0.5 p-1 -64261 15
88 106 m2 389450 -0.00378114777 0.5 p-1 -681013 669
131 107 m2 389981 -2.52839726e-07 0.5 p-1 -34026 26
177 108 m2 400525 -0.00426956126 0.5 p-1 -18028 46
181 109 m2 406067 -0.00114473072 0.5 p-1 -70576 60
45 110 m2 418267 -0.048132319 0.5 p-1 -1517570 480
67 112 m2 418479 -0.00333953416 0.5 p-1 -312653 98
68 113 m2 418990 -0.000767102465 0.5 p-1 -1413773 636
182 114 m2 419267 -0.0568906888 0.5 p-1 -382984 43
98 115 m2 419564 -0.00409299694 0.5 p-1 -93321 11
103 116 m2 428182 -0.0146911023 0.5 p-1 -199198 29
160 118 m2 435983 -0.0422253273 0.5 p-1 -166102 66
80 120 m2 440801 -0.000338466605 0.5 p-1 -812071 13
161 121 m2 442192 -0.0136873452 0.5 p-1 -203978 80
69 122 m2 444083 -0.0321903937 0.5 p-1 -662165 521
209 123 m2 448013 -0.0184610095 0.5 p-1 -15991 10
228 124 m2 450281 -5.98238366e-05 0.5 p-1 -1340 1
166 126 m2 454722 -0.00319340429 0.5 p-1 -1252127 41
46 127 m2 455257 -0.0166309495 0.5 p-1 -3122264 285
137 128 m2 457606 -0.0498083159 0.5 p-1 -70615 12
104 129 m2 475750 -0.00664919615 0.5 p-1 -837525 198
47 130 m2 477633 -0.00160149485 0.5 p-1 -5201181 829
105 131 m2 480373 -0.029058503 0.5 p-1 -749484 461
60 132 m2 485837 -0.0355096273 0.5 p-1 -1971582 188
10 133 m2 486420 -0.00869600847 0.5 p-1 -8036724 320
175 134 m2 495361 -0.0192629769 0.5 p-1 -62520 7
11 135 m2 496674 -0.00277386606 0.5 p-1 -3536764 1292
12 136 m2 498418 -0.00180900434 0.5 p-1 -3211807 1844
154 137 m2 502709 -0.0350414589 0.5 p-1 -53254 47
123 138 m2 503939 -0.00802197494 0.5 p-1 -17241 34
144 140 m2 513016 -5.97256258e-05 0.5 p-1 -136176 92
225 142 m2 513899 -0.00207147188 0.5 p-1 -97165 2
116 143 m2 514710 -0.000215623295 0.5 p-1 -4734 1
13 145 m2 523879 -0.031142639 0.5 p-1 -548084 454
81 146 m2 528531 -0.00189349265 0.5 p-1 -2618311 854
111 147 m2 535698 -0.033375226 0.5 p-1 -1021851 286
70 148 m2 538699 -0.0251889527 0.5 p-1 -3194908 1010
99 149 m2 545849 -0.0131329456 0.5 p-1 -2026336 379
