Temp_ID Permanent_ID Mutation_type Position s h Subpop Tick Number
26 2 m2 690833 -0.00228855363 0.5 p0 2 1
7 3 m2 12198 2.37848212e-07 0.5 p0 2 1
30 4 m2 367907 0.0186729766 0.5 p0 2 1
28 9 m2 852339 -0.0167989135 0.5 p0 2 1
6 11 m2 215268 -0.00398045685 0.5 p0 2 1
19 12 m2 86886 -0.0602478199 0.5 p0 2 1
16 13 m2 212863 -0.0667258427 0.5 p0 2 1
9 14 m2 224458 -0.0206866506 0.5 p0 2 2
21 16 m2 425521 -0.00615538983 0.5 p0 2 1
22 20 m2 309879 -0.000165462552 0.5 p0 2 1
15 23 m2 390549 -0.0034978101 0.5 p0 2 1
2 24 m2 771830 0.000663959421 0.5 p0 2 2
29 25 m2 636009 0.000950702874 0.5 p0 2 2
0 26 m2 661297 -0.00801343936 0.5 p0 2 3
20 27 m2 864072 5.86870385e-07 0.5 p0 2 1
11 28 m2 453617 0.000285158545 0.5 p0 2 3
18 30 m2 946429 0.00232096971 0.5 p0 2 1
17 31 m2 131606 -5.71835108e-06 0.5 p0 2 1
23 32 m2 988821 -0.000758437323 0.5 p0 2 1
1 33 m2 543864 -0.013705302 0.5 p0 2 1
31 34 m2 12228 -0.00295209675 0.5 p0 2 1
12 38 m2 405229 4.36379378e-05 0.5 p0 2 2
13 40 m2 498601 -8.47156372e-08 0.5 p0 2 3
3 41 m2 105856 0.00382903754 0.5 p0 2 2
5 43 m2 935233 0.0108776176 0.5 p0 2 1
14 44 m2 37118 -0.136468574 0.5 p0 2 3
4 45 m2 459309 -1.32029627e-05 0.5 p0 2 5
25 48 m2 498773 3.31636184e-05 0.5 p0 2 2
27 50 m2 761105 0.0224513225 0.5 p0 2 1
10 51 m2 892267 0.012209787 0.5 p0 2 1
24 54 m2 901268 7.19632044e-06 0.5 p0 2 1
8 55 m2 971110 -0.0236264914 0.5 p0 2 2
