Temp_ID Permanent_ID Mutation_type Position s h Subpop Tick Number
39 10 m2 696164 0.027677048 0.5 p0 2 3
90 32 m2 616182 0.000516652362 0.5 p0 2 1
82 34 m2 990725 3.68385081e-05 0.5 p0 2 3
16 40 m2 202265 -0.0280050449 0.5 p0 2 5
77 44 m2 865173 0.00528637972 0.5 p0 2 1
20 50 m2 712483 -0.0328146294 0.5 p0 2 3
7 57 m2 480242 -0.0266823974 0.5 p0 2 3
26 58 m2 69788 -4.54665133e-05 0.5 p0 2 3
43 61 m2 997150 0.0276607201 0.5 p0 2 2
92 64 m2 289284 8.70696967e-05 0.5 p0 2 1
60 74 m2 853518 -0.00711000897 0.5 p0 2 3
45 100 m2 323478 -0.0490552671 0.5 p0 2 2
40 102 m2 670482 0.0110421469 0.5 p0 2 3
17 113 m2 393730 7.16345039e-11 0.5 p0 2 2
104 116 m2 135411 -3.15863545e-05 0.5 p0 2 1
25 119 m2 71990 0.0338095017 0.5 p0 2 4
36 120 m2 362296 1.24403141e-05 0.5 p0 2 3
0 154 m2 395179 0.000772572414 0.5 p0 3 1
66 160 m2 76744 0.00354738464 0.5 p0 3 3
19 171 m2 968654 0.0165536404 0.5 p0 3 1
23 173 m2 356120 0.00383686763 0.5 p0 3 4
102 177 m2 246640 0.00577660371 0.5 p0 3 1
34 181 m2 157462 0.00262178527 0.5 p0 3 1
108 185 m2 794195 -0.00598771311 0.5 p0 3 1
103 191 m2 850847 3.61336419e-07 0.5 p0 3 2
89 194 m2 492928 0.0406548828 0.5 p0 3 2
30 196 m2 883981 0.0127612716 0.5 p0 3 1
29 199 m2 469578 0.00505900849 0.5 p0 3 7
48 204 m2 886684 6.86744124e-06 0.5 p0 3 7
4 209 m2 536162 4.76019153e-07 0.5 p0 3 5
85 211 m2 946357 -0.0197229031 0.5 p0 3 1
41 236 m2 966946 -0.0643627569 0.5 p0 3 2
54 238 m2 331174 -0.00429064315 0.5 p0 3 2
109 240 m2 114041 0.0649131238 0.5 p0 3 1
96 248 m2 293294 0.0028043217 0.5 p0 3 1
3 263 m2 629116 -0.000336357713 0.5 p0 3 1
101 267 m2 884517 -0.00894297846 0.5 p0 3 1
44 279 m2 559834 -0.00502416538 0.5 p0 3 3
105 282 m2 308212 -0.00755422842 0.5 p0 3 1
79 286 m2 330258 -0.0188882425 0.5 p0 3 2
12 287 m2 292225 0.0014065291 0.5 p0 3 5
88 292 m2 380545 0.00651382841 0.5 p0 3 2
100 295 m2 846991 -0.000416321534 0.5 p0 3 1
76 299 m2 975198 -0.0084277736 0.5 p0 4 1
51 301 m2 316797 -3.19541614e-05 0.5 p0 4 2
11 310 m2 623561 0.000729170395 0.5 p0 4 3
81 312 m2 866624 0.0862185284 0.5 p0 4 1
61 327 m2 963706 0.0194778945 0.5 p0 4 3
52 333 m2 795918 0.018493278 0.5 p0 4 1
65 334 m2 31327 -6.75754548e-12 0.5 p0 4 2
28 341 m2 252088 -0.0064285947 0.5 p0 4 3
59 345 m2 26188 -0.00819369592 0.5 p0 4 3
24 348 m2 553777 0.000226386517 0.5 p0 4 9
84 350 m2 32008 4.36420169e-06 0.5 p0 4 3
99 360 m2 368508 0.000477189402 0.5 p0 4 1
22 361 m2 384462 0.00243401155 0.5 p0 4 2
46 364 m2 384637 0.0175755117 0.5 p0 4 5
75 368 m2 737501 -1.24527123e-05 0.5 p0 4 1
50 370 m2 777756 0.0461113974 0.5 p0 4 6
55 372 m2 355996 0.0868154094 0.5 p0 4 1
5 373 m2 351906 0.00363507308 0.5 p0 4 3
6 382 m2 449148 0.00629039761 0.5 p0 4 5
80 385 m2 517611 -0.00122872391 0.5 p0 4 1
78 388 m2 67951 1.7945295e-08 0.5 p0 4 3
93 393 m2 808060 0.000439095369 0.5 p0 4 1
32 397 m2 155744 -5.53307109e-05 0.5 p0 4 4
63 404 m2 953862 5.84410691e-06 0.5 p0 4 2
74 405 m2 519289 5.73117613e-05 0.5 p0 4 3
106 410 m2 207847 0.00177857152 0.5 p0 4 1
10 428 m2 19272 -0.00013775962 0.5 p0 4 1
62 432 m2 555972 -0.00212507392 0.5 p0 4 2
70 441 m2 336447 -0.00113409793 0.5 p0 4 2
47 443 m2 185962 -5.24086033e-07 0.5 p0 4 2
72 445 m2 522766 -0.00476474967 0.5 p0 4 5
33 450 m2 614759 0.00106904213 0.5 p0 4 2
107 454 m2 610323 0.00105768268 0.5 p0 4 1
98 470 m2 871806 -0.000603960769 0.5 p0 5 1
35 472 m2 944387 -0.00684796041 0.5 p0 5 2
83 473 m2 492110 -9.32551666e-06 0.5 p0 5 1
94 475 m2 998712 0.00865144003 0.5 p0 5 1
31 476 m2 176509 0.185552597 0.5 p0 5 1
56 479 m2 367770 -0.00136449793 0.5 p0 5 1
69 483 m2 694911 0.00062651973 0.5 p0 5 1
9 484 m2 210135 -0.000139995245 0.5 p0 5 3
58 485 m2 484898 -0.00216717902 0.5 p0 5 1
86 487 m2 616155 0.0123197623 0.5 p0 5 1
37 488 m2 457848 -0.0321070366 0.5 p0 5 2
91 489 m2 169151 0.00429649511 0.5 p0 5 1
49 492 m2 874530 -0.00113724603 0.5 p0 5 2
8 494 m2 201578 -0.000252629863 0.5 p0 5 1
27 496 m2 832868 0.00292531052 0.5 p0 5 2
57 497 m2 600518 -0.00216623675 0.5 p0 5 2
13 499 m2 352483 -0.000699002296 0.5 p0 5 2
18 501 m2 248351 0.00391637115 0.5 p0 5 1
87 503 m2 112999 -0.00502788741 0.5 p0 5 1
67 504 m2 997279 -0.000761882518 0.5 p0 5 1
1 505 m2 380002 1.05117195e-08 0.5 p0 5 3
68 506 m2 398418 0.00012775934 0.5 p0 5 3
38 508 m2 674846 -0.00571138505 0.5 p0 5 1
21 509 m2 955452 -0.0300611202 0.5 p0 5 3
71 510 m2 357811 -0.000519707683 0.5 p0 5 2
64 511 m2 961821 0.00135656726 0.5 p0 5 1
73 512 m2 711538 -0.0205336884 0.5 p0 5 1
14 513 m2 57282 -0.0101534827 0.5 p0 5 3
97 516 m2 245371 0.000351736293 0.5 p0 5 1
2 517 m2 581956 0.0523855425 0.5 p0 5 1
95 518 m2 590245 -4.9312824e-08 0.5 p0 5 1
15 519 m2 171009 0.00069972279 0.5 p0 5 2
42 520 m2 591988 0.00161424174 0.5 p0 5 3
53 521 m2 236903 -0.0117739588 0.5 p0 5 1
