Temp_ID Permanent_ID Mutation_type Position s h Subpop Tick Number
57 95 m2 468196 -0.00288658519 0.5 p0 2 34
62 146 m2 508324 -7.23422033e-07 0.5 p0 3 74
326 234 m2 889560 -0.00616612611 0.5 p0 3 3
101 335 m2 677590 -0.00114687474 0.5 p0 4 13
23 360 m2 486071 7.91180646e-05 0.5 p0 4 4
96 488 m2 2743 1.05975118e-06 0.5 p0 5 15
60 560 m2 940531 0.000598085462 0.5 p0 5 71
249 794 m2 244725 -0.000322322478 0.5 p0 7 4
138 881 m2 484509 -0.00192443642 0.5 p0 7 3
82 1085 m2 134649 -0.00636384729 0.5 p0 9 36
49 1097 m2 323051 -0.0108082928 0.5 p0 9 13
56 1102 m2 245450 -0.00568518508 0.5 p0 9 22
115 1155 m2 891805 -0.0193711501 0.5 p0 9 51
35 1327 m2 184914 8.29987912e-05 0.5 p0 11 37
133 1400 m2 426199 5.77228604e-07 0.5 p0 11 27
47 1473 m2 825098 -0.0192147382 0.5 p0 11 22
8 1556 m2 477085 1.15249206e-08 0.5 p0 12 35
6 1574 m2 715863 0.000481973228 0.5 p0 12 55
259 1666 m2 66009 -0.000942500425 0.5 p0 13 5
31 1675 m2 980398 8.52967933e-05 0.5 p0 13 43
28 1821 m2 157700 -0.000620325329 0.5 p0 14 22
4 1939 m2 547429 -0.00293555413 0.5 p0 14 61
278 2067 m2 992595 -0.0121413898 0.5 p0 15 5
64 2268 m2 274942 1.63660243e-05 0.5 p0 17 81
52 2304 m2 187650 -0.00127527432 0.5 p0 17 15
78 2337 m2 818472 0.00108282245 0.5 p0 17 22
151 2511 m2 532457 0.000310549192 0.5 p0 18 27
134 2572 m2 687015 1.26935629e-05 0.5 p0 19 5
18 2716 m2 511732 4.16230073e-08 0.5 p0 20 145
53 3006 m2 92898 0.000842599315 0.5 p0 22 12
2 3016 m2 725938 0.00092946185 0.5 p0 22 28
113 3021 m2 158335 0.0059059998 0.5 p0 22 40
161 3202 m2 986920 8.69538489e-05 0.5 p0 23 41
13 3248 m2 681098 0.00821572077 0.5 p0 23 75
46 3297 m2 345992 0.00165321655 0.5 p0 24 17
84 3329 m2 336822 4.95063032e-05 0.5 p0 24 33
102 3338 m2 347127 -0.002569695 0.5 p0 24 66
48 3362 m2 181572 0.00756204315 0.5 p0 24 24
79 3692 m2 385355 -0.0043509528 0.5 p0 26 8
74 3710 m2 206915 -0.00196304405 0.5 p0 26 9
11 3777 m2 103744 -0.00849801488 0.5 p0 27 32
188 3886 m2 279422 0.0213905647 0.5 p0 28 4
110 3923 m2 14814 -0.00649339659 0.5 p0 28 21
338 3939 m2 674008 -6.54109328e-07 0.5 p0 28 1
129 4195 m2 527833 0.00073930074 0.5 p0 30 13
136 4205 m2 318819 -0.00587287638 0.5 p0 30 16
209 4233 m2 192569 0.00198377622 0.5 p0 30 5
10 4259 m2 944626 -5.53165082e-05 0.5 p0 30 68
135 4305 m2 582920 0.00388993346 0.5 p0 30 10
33 4379 m2 107153 0.00234234566 0.5 p0 31 20
157 4409 m2 737746 0.000508524827 0.5 p0 31 23
19 4638 m2 521055 0.00159564347 0.5 p0 33 67
67 4748 m2 543371 -5.01798922e-06 0.5 p0 34 18
97 4795 m2 853186 -1.15857719e-10 0.5 p0 34 18
61 4799 m2 506189 0.000125061371 0.5 p0 34 24
85 4842 m2 799206 0.0131343529 0.5 p0 34 20
69 4865 m2 262727 0.00196003541 0.5 p0 34 34
15 4901 m2 45921 -0.00974570122 0.5 p0 35 17
1 4907 m2 543464 0.000145918399 0.5 p0 35 52
214 4978 m2 240028 0.0145260068 0.5 p0 35 1
63 4985 m2 257360 -0.000726289582 0.5 p0 35 69
92 4994 m2 348834 -0.00135150203 0.5 p0 35 15
5 4999 m2 142040 0.000557679916 0.5 p0 35 12
89 5201 m2 674836 0.0115556233 0.5 p0 36 10
140 5238 m2 175201 -0.00326037756 0.5 p0 37 7
40 5262 m2 843580 -6.14468476e-09 0.5 p0 37 57
36 5283 m2 7782 -0.000863434339 0.5 p0 37 16
