Temp_ID Permanent_ID Mutation_type Position s h Subpop Tick Number
10 7 m2 237812 -0.0389587507 0.5 p0 2 2
0 8 m2 369873 -0.0195775256 0.5 p0 2 2
14 9 m2 419292 -0.000353108189 0.5 p0 2 1
8 20 m2 985868 -0.0034945095 0.5 p0 2 5
1 21 m2 623188 -0.000276140927 0.5 p0 2 5
5 23 m2 797405 -0.00106028246 0.5 p0 2 6
2 25 m2 41119 -0.00476443069 0.5 p0 2 4
4 30 m2 500128 -0.000232288119 0.5 p0 2 5
7 32 m2 481674 -0.0259177368 0.5 p0 2 3
13 33 m2 385140 -0.00221321965 0.5 p0 2 2
9 35 m2 983350 -0.00114674389 0.5 p0 2 1
6 37 m2 36568 -0.0505931601 0.5 p0 2 9
12 38 m2 654742 -0.000516688451 0.5 p0 2 1
11 42 m2 191968 -0.00319893751 0.5 p0 2 1
3 43 m2 833650 -0.0177603755 0.5 p0 2 1
16 45 m2 784769 -4.50506195e-06 0.5 p0 2 1
15 47 m2 822999 -0.000562288449 0.5 p0 2 1
