Temp_ID Permanent_ID Mutation_type Position s h Subpop Tick Number
93 95 m2 468196 -0.00288658519 0.5 p0 2 26
49 146 m2 508324 -7.23422033e-07 0.5 p0 3 84
208 234 m2 889560 -0.00616612611 0.5 p0 3 2
211 335 m2 677590 -0.00114687474 0.5 p0 4 7
270 360 m2 486071 7.91180646e-05 0.5 p0 4 3
116 488 m2 2743 1.05975118e-06 0.5 p0 5 18
48 560 m2 940531 0.000598085462 0.5 p0 5 47
164 794 m2 244725 -0.000322322478 0.5 p0 7 14
239 881 m2 484509 -0.00192443642 0.5 p0 7 2
23 1085 m2 134649 -0.00636384729 0.5 p0 9 45
96 1097 m2 323051 -0.0108082928 0.5 p0 9 9
86 1102 m2 245450 -0.00568518508 0.5 p0 9 22
50 1155 m2 891805 -0.0193711501 0.5 p0 9 47
19 1327 m2 184914 8.29987912e-05 0.5 p0 11 47
40 1400 m2 426199 5.77228604e-07 0.5 p0 11 22
67 1473 m2 825098 -0.0192147382 0.5 p0 11 20
76 1556 m2 477085 1.15249206e-08 0.5 p0 12 31
78 1574 m2 715863 0.000481973228 0.5 p0 12 46
163 1666 m2 66009 -0.000942500425 0.5 p0 13 12
87 1675 m2 980398 8.52967933e-05 0.5 p0 13 42
111 1821 m2 157700 -0.000620325329 0.5 p0 14 32
9 1939 m2 547429 -0.00293555413 0.5 p0 14 53
293 2067 m2 992595 -0.0121413898 0.5 p0 15 1
7 2268 m2 274942 1.63660243e-05 0.5 p0 17 106
27 2304 m2 187650 -0.00127527432 0.5 p0 17 18
99 2337 m2 818472 0.00108282245 0.5 p0 17 25
4 2511 m2 532457 0.000310549192 0.5 p0 18 44
251 2572 m2 687015 1.26935629e-05 0.5 p0 19 3
16 2716 m2 511732 4.16230073e-08 0.5 p0 20 130
12 3006 m2 92898 0.000842599315 0.5 p0 22 8
55 3016 m2 725938 0.00092946185 0.5 p0 22 32
68 3021 m2 158335 0.0059059998 0.5 p0 22 41
58 3202 m2 986920 8.69538489e-05 0.5 p0 23 42
81 3248 m2 681098 0.00821572077 0.5 p0 23 103
74 3297 m2 345992 0.00165321655 0.5 p0 24 8
13 3329 m2 336822 4.95063032e-05 0.5 p0 24 51
0 3338 m2 347127 -0.002569695 0.5 p0 24 59
98 3362 m2 181572 0.00756204315 0.5 p0 24 41
140 3692 m2 385355 -0.0043509528 0.5 p0 26 17
85 3710 m2 206915 -0.00196304405 0.5 p0 26 24
136 3777 m2 103744 -0.00849801488 0.5 p0 27 28
37 3886 m2 279422 0.0213905647 0.5 p0 28 9
138 3923 m2 14814 -0.00649339659 0.5 p0 28 23
1 4195 m2 527833 0.00073930074 0.5 p0 30 18
119 4205 m2 318819 -0.00587287638 0.5 p0 30 9
125 4233 m2 192569 0.00198377622 0.5 p0 30 5
34 4259 m2 944626 -5.53165082e-05 0.5 p0 30 55
28 4305 m2 582920 0.00388993346 0.5 p0 30 11
175 4379 m2 107153 0.00234234566 0.5 p0 31 10
155 4409 m2 737746 0.000508524827 0.5 p0 31 14
32 4638 m2 521055 0.00159564347 0.5 p0 33 53
188 4748 m2 543371 -5.01798922e-06 0.5 p0 34 13
217 4795 m2 853186 -1.15857719e-10 0.5 p0 34 7
122 4799 m2 506189 0.000125061371 0.5 p0 34 22
30 4842 m2 799206 0.0131343529 0.5 p0 34 14
3 4865 m2 262727 0.00196003541 0.5 p0 34 68
117 4901 m2 45921 -0.00974570122 0.5 p0 35 15
56 4907 m2 543464 0.000145918399 0.5 p0 35 53
6 4985 m2 257360 -0.000726289582 0.5 p0 35 99
45 4994 m2 348834 -0.00135150203 0.5 p0 35 19
75 4999 m2 142040 0.000557679916 0.5 p0 35 12
104 5201 m2 674836 0.0115556233 0.5 p0 36 12
182 5238 m2 175201 -0.00326037756 0.5 p0 37 7
10 5262 m2 843580 -6.14468476e-09 0.5 p0 37 55
158 5283 m2 7782 -0.000863434339 0.5 p0 37 14
156 5346 m2 28975 0.021237189 0.5 p0 37 14
46 5348 m2 445783 0.00059778092 0.5 p0 37 66
130 5435 m2 183295 -0.000639212842 0.5 p0 38 5
108 5503 m2 842092 0.00792116299 0.5 p0 38 11
77 5583 m2 83282 0.000197810135 0.5 p0 39 11
53 5703 m2 305984 0.000513785868 0.5 p0 40 3
148 5858 m2 145901 7.46499572e-05 0.5 p0 41 9
147 5976 m2 850079 -0.0220638402 0.5 p0 41 23
220 6084 m2 812040 -0.00632271916 0.5 p0 42 4
63 6107 m2 111941 -0.000165555 0.5 p0 42 8
88 6108 m2 28803 -0.00275826501 0.5 p0 42 21
266 6185 m2 589738 1.07192036e-05 0.5 p0 43 1
157 6318 m2 674666 -0.0198038071 0.5 p0 44 12
126 6360 m2 379326 -2.03891977e-06 0.5 p0 44 17
24 6441 m2 330260 -0.0069185961 0.5 p0 44 18
15 6459 m2 916685 -0.00730964821 0.5 p0 44 47
137 6526 m2 968840 0.00774237467 0.5 p0 45 15
26 6657 m2 187413 0.0397630259 0.5 p0 46 18
8 6671 m2 500988 1.41877445e-05 0.5 p0 46 62
70 6765 m2 229135 9.57270913e-06 0.5 p0 47 28
153 6950 m2 241014 -0.00929845311 0.5 p0 48 3
97 6975 m2 103264 -4.16049916e-05 0.5 p0 48 24
237 7056 m2 894991 -0.00449408824 0.5 p0 49 2
33 7057 m2 942481 -8.34277216e-08 0.5 p0 49 29
61 7090 m2 409618 -0.00037059575 0.5 p0 49 61
199 7099 m2 753455 -2.40579793e-05 0.5 p0 49 2
212 7153 m2 70245 -0.00456256513 0.5 p0 49 3
59 7182 m2 505447 -0.000361195183 0.5 p0 49 47
51 7254 m2 95246 6.8599561e-06 0.5 p0 50 9
162 7302 m2 470318 -0.00128717104 0.5 p0 50 21
265 7317 m2 228964 -0.00125808478 0.5 p0 51 4
60 7441 m2 995669 0.045707494 0.5 p0 51 24
103 7499 m2 14827 -0.0308140926 0.5 p0 52 12
235 7506 m2 856438 0.000113627073 0.5 p0 52 1
14 7543 m2 410312 0.0126338927 0.5 p0 52 52
